"","X.1","X","status","bed","bath","acre_lot","city","state","house_size","house_price","size_level"
"32832",32832,312408,"for_sale",3,3,0.11,"Mays Landing","New Jersey",1888,299.9,"1000-2000"
"32833",32833,312409,"for_sale",3,3,0.16,"Egg Harbor City","New Jersey",2042,379.9,"2000-3000"
"32834",32834,312410,"for_sale",2,2,0.16,"Toms River","New Jersey",1161,272.9,"1000-2000"
"32835",32835,312415,"for_sale",4,3,0.95,"New Egypt","New Jersey",2392,649.9,"2000-3000"
"32836",32836,312416,"for_sale",2,1,0.65,"Egg Harbor Township","New Jersey",660,189,"<1000"
"32837",32837,312417,"for_sale",3,3,0.16,"Waretown","New Jersey",3100,649.9,"3000-4000"
"32838",32838,312419,"for_sale",2,3,0.12,"Hamilton Township","New Jersey",1551,315,"1000-2000"
"32839",32839,312420,"for_sale",4,3,0.73,"Medford Lakes","New Jersey",2011,650,"2000-3000"
"32840",32840,312421,"for_sale",4,1,0.22,"Absecon","New Jersey",1000,239,"<1000"
"32841",32841,312422,"for_sale",2,2,0.13,"Toms River","New Jersey",1232,329,"1000-2000"
"32842",32842,312423,"for_sale",4,3,1.01,"Toms River","New Jersey",3760,879,"3000-4000"
"32843",32843,312425,"for_sale",4,1,0.33,"Browns Mills","New Jersey",1148,259.9,"1000-2000"
"32844",32844,312426,"for_sale",5,8,0.16,"Margate","New Jersey",4750,1999.999,"4000-5000"
"32845",32845,312427,"for_sale",3,3,0.18,"Beachwood","New Jersey",1512,249.9,"1000-2000"
"32846",32846,312428,"for_sale",2,1,0.13,"Southampton","New Jersey",1014,217,"1000-2000"
"32847",32847,312429,"for_sale",3,2,1.32,"Hammonton","New Jersey",2008,339.9,"2000-3000"
"32848",32848,312430,"for_sale",3,2,0.34,"Bayville","New Jersey",1316,315,"1000-2000"
"32849",32849,312432,"for_sale",2,2,0.13,"Little Egg Harbor Township","New Jersey",1646,365,"1000-2000"
"32850",32850,312433,"for_sale",3,1,0.23,"Browns Mills","New Jersey",1516,280,"1000-2000"
"32851",32851,312434,"for_sale",2,1,0.14,"Forked River","New Jersey",720,259,"<1000"
"32852",32852,312435,"for_sale",2,3,0.14,"Toms River","New Jersey",1121,226,"1000-2000"
"32853",32853,312436,"for_sale",4,3,0.69,"Egg Harbor Township","New Jersey",2260,389.9,"2000-3000"
"32854",32854,312438,"for_sale",3,2,0.12,"Pleasantville","New Jersey",1170,185,"1000-2000"
"32855",32855,312439,"for_sale",3,2,0.04,"Mays Landing","New Jersey",1072,179.9,"1000-2000"
"32856",32856,312440,"for_sale",4,3,1.13,"Shamong","New Jersey",2802,525,"2000-3000"
"32857",32857,312441,"for_sale",2,2,0.17,"Toms River","New Jersey",1440,344,"1000-2000"
"32858",32858,312442,"for_sale",2,3,0,"Tuckerton","New Jersey",1308,195,"1000-2000"
"32859",32859,312443,"for_sale",6,3,0.03,"Atlantic City","New Jersey",1360,269.9,"1000-2000"
"32860",32860,312446,"for_sale",2,1,0.06,"Florence","New Jersey",1260,150,"1000-2000"
"32861",32861,312447,"for_sale",3,2,0.22,"Mays Landing","New Jersey",2100,239.9,"2000-3000"
"32862",32862,312448,"for_sale",3,1,0.5,"Allentown","New Jersey",1484,325,"1000-2000"
"32863",32863,312449,"for_sale",2,1,0.51,"Browns Mills","New Jersey",964,194.9,"<1000"
"32864",32864,312450,"for_sale",5,3,0.59,"West Creek","New Jersey",2480,399.9,"2000-3000"
"32865",32865,312451,"for_sale",2,1,0.11,"Whiting","New Jersey",1001,159.9,"1000-2000"
"32866",32866,312454,"for_sale",3,4,0.1,"Waretown","New Jersey",2799,650,"2000-3000"
"32867",32867,312455,"for_sale",3,3,0.07,"Mays Landing","New Jersey",1700,290,"1000-2000"
"32868",32868,312456,"for_sale",3,2,0.39,"Galloway Township","New Jersey",1434,279,"1000-2000"
"32869",32869,312457,"for_sale",3,1,0.1,"Little Egg Harbor","New Jersey",1180,329.9,"1000-2000"
"32870",32870,312459,"for_sale",2,2,0.21,"Toms River","New Jersey",1364,350,"1000-2000"
"32871",32871,312460,"for_sale",4,3,0.17,"Galloway Township","New Jersey",2347,419.9,"2000-3000"
"32872",32872,312461,"for_sale",3,3,0.14,"Forked River","New Jersey",2298,540,"2000-3000"
"32873",32873,312462,"for_sale",5,6,1,"Allentown","New Jersey",4724,965,"4000-5000"
"32874",32874,312465,"for_sale",3,2,0.29,"Forked River","New Jersey",1350,320,"1000-2000"
"32875",32875,312466,"for_sale",4,5,0.32,"Allentown","New Jersey",3626,650,"3000-4000"
"32876",32876,312467,"for_sale",4,3,0.43,"Toms River","New Jersey",2220,469,"2000-3000"
"32877",32877,312468,"for_sale",5,5,1.11,"Toms River","New Jersey",4508,1200,"4000-5000"
"32878",32878,312469,"for_sale",7,5,0.16,"Manahawkin","New Jersey",3742,1199.9,"3000-4000"
"32879",32879,312470,"for_sale",2,1,0.31,"Waterford Works","New Jersey",1410,199,"1000-2000"
"32880",32880,312471,"for_sale",1,1,0.28,"Waretown","New Jersey",480,199.9,"<1000"
"32881",32881,312472,"for_sale",3,3,0.34,"Galloway Township","New Jersey",1600,225,"1000-2000"
"32882",32882,312473,"for_sale",4,4,1,"Tabernacle","New Jersey",3700,605,"3000-4000"
"32883",32883,312475,"for_sale",3,2,0.23,"Little Egg Harbor","New Jersey",2249,379.9,"2000-3000"
"32884",32884,312476,"for_sale",2,2,0.14,"Bayville","New Jersey",1551,239.9,"1000-2000"
"32885",32885,312477,"for_sale",3,3,0.21,"Little Egg Harbor","New Jersey",2709,489.9,"2000-3000"
"32886",32886,312478,"for_sale",4,4,0.32,"Hammonton","New Jersey",3108,625,"3000-4000"
"32887",32887,312479,"for_sale",4,2,0.26,"Williamstown","New Jersey",2068,299,"2000-3000"
"32888",32888,312482,"for_sale",3,2,0.42,"Lanoka Harbor","New Jersey",1652,389,"1000-2000"
"32889",32889,312483,"for_sale",2,2,0.28,"Toms River","New Jersey",1678,399,"1000-2000"
"32890",32890,312487,"for_sale",4,5,1.02,"Medford","New Jersey",6083,849,"6000-7000"
"32891",32891,312488,"for_sale",2,1,0.15,"Forked River","New Jersey",966,299,"<1000"
"32892",32892,312489,"for_sale",3,1,0.23,"Toms River","New Jersey",1284,349,"1000-2000"
"32893",32893,312490,"for_sale",4,2,1.01,"Allentown","New Jersey",2928,750,"2000-3000"
"32894",32894,312491,"for_sale",2,2,0.11,"Toms River","New Jersey",1601,368.999,"1000-2000"
"32895",32895,312492,"for_sale",3,2,0.17,"Forked River","New Jersey",1671,599.9,"1000-2000"
"32896",32896,312494,"for_sale",3,1,0.03,"Atlantic City","New Jersey",1254,154.9,"1000-2000"
"32897",32897,312496,"for_sale",4,1,0.13,"Absecon","New Jersey",1496,285,"1000-2000"
"32898",32898,312497,"for_sale",4,3,1.93,"Southampton","New Jersey",2400,549.9,"2000-3000"
"32899",32899,312498,"for_sale",3,1,0.7,"Hammonton","New Jersey",1400,280,"1000-2000"
"32900",32900,312503,"for_sale",3,1,0.7,"Mays Landing","New Jersey",1400,265,"1000-2000"
"32901",32901,312505,"for_sale",3,2,0.6,"Toms River","New Jersey",1881,400,"1000-2000"
"32902",32902,312507,"for_sale",3,1,0.14,"Little Egg Harbor","New Jersey",1040,239.9,"1000-2000"
"32903",32903,312509,"for_sale",3,2,0.17,"Toms River","New Jersey",1680,369.99,"1000-2000"
"32904",32904,312510,"for_sale",4,2,0.17,"Galloway Township","New Jersey",1600,249.9,"1000-2000"
"32905",32905,312514,"for_sale",2,2,0.13,"Southampton","New Jersey",1241,145,"1000-2000"
"32906",32906,312515,"for_sale",3,2,0.19,"Pleasantville","New Jersey",1402,169.9,"1000-2000"
"32907",32907,312516,"for_sale",4,2,0.26,"Hammonton","New Jersey",2000,200,"1000-2000"
"32908",32908,312517,"for_sale",3,3,0.5,"Tuckerton","New Jersey",2073,319,"2000-3000"
"32909",32909,312518,"for_sale",3,2,0.11,"Atlantic City","New Jersey",1232,215,"1000-2000"
"32910",32910,312519,"for_sale",4,4,0.04,"Atlantic City","New Jersey",1260,239,"1000-2000"
"32911",32911,312522,"for_sale",3,3,0.17,"Galloway","New Jersey",1493,274.9,"1000-2000"
"32912",32912,312523,"for_sale",2,1,0.14,"Whiting","New Jersey",966,159.9,"<1000"
"32913",32913,312525,"for_sale",3,2,0.22,"Browns Mills","New Jersey",1454,287,"1000-2000"
"32914",32914,312528,"for_sale",4,4,0.44,"Mays Landing","New Jersey",3534,799,"3000-4000"
"32915",32915,312530,"for_sale",2,2,0.19,"Forked River","New Jersey",1224,268,"1000-2000"
"32916",32916,312531,"for_sale",2,2,0.15,"Toms River","New Jersey",1514,260,"1000-2000"
"32917",32917,312532,"for_sale",3,2,0.23,"Egg Harbor Township","New Jersey",960,219,"<1000"
"32918",32918,312535,"for_sale",3,1,0.23,"Manchester","New Jersey",1252,260,"1000-2000"
"32919",32919,312537,"for_sale",3,2,0.44,"Tuckerton","New Jersey",2076,389.9,"2000-3000"
"32920",32920,312540,"for_sale",4,3,0.46,"Shamong","New Jersey",2050,275,"2000-3000"
"32921",32921,312541,"for_sale",10,3,0.05,"Atlantic City","New Jersey",3555,259.9,"3000-4000"
"32922",32922,312542,"for_sale",2,3,0.07,"Absecon","New Jersey",1400,140,"1000-2000"
"32923",32923,312548,"for_sale",4,3,1,"Tabernacle","New Jersey",2244,410,"2000-3000"
"32924",32924,312549,"for_sale",2,3,0.07,"Little Egg Harbor","New Jersey",1372,199,"1000-2000"
"32925",32925,312552,"for_sale",3,2,0.11,"Little Egg Harbor Township","New Jersey",1964,379.9,"1000-2000"
"32926",32926,312556,"for_sale",3,2,0.18,"Beachwood","New Jersey",1160,349,"1000-2000"
"32927",32927,312557,"for_sale",2,1,0.06,"Tuckerton","New Jersey",893,135,"<1000"
"32928",32928,312559,"for_sale",5,2,0.18,"Beachwood","New Jersey",2062,425,"2000-3000"
"32929",32929,312560,"for_sale",3,3,0.18,"Galloway Township","New Jersey",1650,359.9,"1000-2000"
"32930",32930,312561,"for_sale",4,2,0.23,"Forked River","New Jersey",1502,380,"1000-2000"
"32931",32931,312562,"for_sale",2,2,0.16,"Toms River","New Jersey",1440,369.9,"1000-2000"
"32932",32932,312565,"for_sale",5,5,0.88,"Sicklerville","New Jersey",3180,512,"3000-4000"
"32933",32933,312566,"for_sale",2,1,0.18,"Beachwood","New Jersey",991,131.5,"<1000"
"32934",32934,312567,"for_sale",2,2,0.15,"Allentown","New Jersey",1948,429.9,"1000-2000"
"32935",32935,312568,"for_sale",3,2,0.3,"Hammonton","New Jersey",1346,249.999,"1000-2000"
"32936",32936,312569,"for_sale",3,1,0.03,"Pleasantville","New Jersey",1048,129.9,"1000-2000"
"32937",32937,312570,"for_sale",3,3,0.02,"Toms River","New Jersey",1866,389.9,"1000-2000"
"32938",32938,312571,"for_sale",5,3,1,"New Egypt","New Jersey",4320,630,"4000-5000"
"32939",32939,312572,"for_sale",5,1,0.02,"Atlantic City","New Jersey",1706,59.9,"1000-2000"
"32940",32940,312573,"for_sale",2,2,0.17,"Toms River","New Jersey",1615,315,"1000-2000"
"32941",32941,312575,"for_sale",3,2,0.25,"Forked River","New Jersey",1632,360,"1000-2000"
"32942",32942,312576,"for_sale",3,2,0.14,"Lakehurst","New Jersey",1412,255,"1000-2000"
"32943",32943,312577,"for_sale",2,1,0.11,"Medford Lakes","New Jersey",1054,254,"1000-2000"
"32944",32944,312578,"for_sale",4,2,0.36,"Egg Harbor Township","New Jersey",1356,219,"1000-2000"
"32945",32945,312580,"for_sale",3,1,0.17,"Medford Lakes","New Jersey",1126,325,"1000-2000"
"32946",32946,312583,"for_sale",2,2,0.12,"Toms River","New Jersey",1232,285,"1000-2000"
"32947",32947,312585,"for_sale",1,1,0.26,"Mullica","New Jersey",800,79.5,"<1000"
"32948",32948,312587,"for_sale",3,2,0.18,"Pemberton","New Jersey",1404,200,"1000-2000"
"32949",32949,312589,"for_sale",3,3,0.21,"Little Egg Harbor","New Jersey",2470,399.9,"2000-3000"
"32950",32950,312590,"for_sale",2,2,0.17,"Whiting","New Jersey",1392,165,"1000-2000"
"32951",32951,312591,"for_sale",4,6,0.32,"Tuckerton","New Jersey",2717,549,"2000-3000"
"32952",32952,312592,"for_sale",4,3,1,"Galloway Township","New Jersey",2486,447.5,"2000-3000"
"32953",32953,312593,"for_sale",4,2,0.46,"Wrightstown","New Jersey",1501,345,"1000-2000"
"32954",32954,312594,"for_sale",2,2,0.28,"Southampton","New Jersey",1517,340,"1000-2000"
"32955",32955,312595,"for_sale",2,2,0.17,"Toms River","New Jersey",1400,279.7,"1000-2000"
"32956",32956,312596,"for_sale",3,2,0.33,"Galloway Township","New Jersey",1302,327.5,"1000-2000"
"32957",32957,312598,"for_sale",3,2,0.18,"Browns Mills","New Jersey",1508,310,"1000-2000"
"32958",32958,312601,"for_sale",5,4,0.15,"Little Egg Harbor","New Jersey",2142,799.999,"2000-3000"
"32959",32959,312603,"for_sale",4,4,0.04,"Ventnor","New Jersey",1996,899.9,"1000-2000"
"32960",32960,312604,"for_sale",3,2,0.29,"Toms River","New Jersey",1637,429,"1000-2000"
"32961",32961,312605,"for_sale",3,1,0.23,"Toms River","New Jersey",1308,360,"1000-2000"
"32962",32962,312607,"for_sale",3,2,1,"Jackson","New Jersey",1248,449,"1000-2000"
"32963",32963,312608,"for_sale",5,2,0.69,"Toms River","New Jersey",2132,549.9,"2000-3000"
"32964",32964,312612,"for_sale",3,2,1.33,"Tuckerton","New Jersey",2646,275,"2000-3000"
"32965",32965,312614,"for_sale",3,1,0.23,"Egg Harbor Township","New Jersey",1064,244.9,"1000-2000"
"32966",32966,312615,"for_sale",4,3,1.07,"Chesterfield","New Jersey",2080,495,"2000-3000"
"32967",32967,312617,"for_sale",2,2,0.14,"Toms River","New Jersey",1404,245,"1000-2000"
"32968",32968,312618,"for_sale",3,3,0.26,"Little Egg Harbor","New Jersey",1662,349.9,"1000-2000"
"32969",32969,312620,"for_sale",4,3,0.21,"Manahawkin","New Jersey",2287,454.9,"2000-3000"
"32970",32970,312622,"for_sale",2,2,0.13,"Southampton","New Jersey",1360,264.999,"1000-2000"
"32971",32971,312624,"for_sale",2,2,0.17,"Toms River","New Jersey",1440,359.9,"1000-2000"
"32972",32972,312625,"for_sale",3,2,0.23,"Toms River","New Jersey",1699,379.9,"1000-2000"
"32973",32973,312627,"for_sale",5,5,1.54,"Toms River","New Jersey",3500,825,"3000-4000"
"32974",32974,312629,"for_sale",3,1,0.11,"Pleasantville","New Jersey",1250,144.9,"1000-2000"
"32975",32975,312630,"for_sale",2,1,0.14,"Mays Landing","New Jersey",680,159.9,"<1000"
"32976",32976,312631,"for_sale",3,1,0.15,"Pleasantville","New Jersey",1090,163,"1000-2000"
"32977",32977,312632,"for_sale",2,2,0.14,"Southampton","New Jersey",1376,250,"1000-2000"
"32978",32978,312634,"for_sale",2,2,0.17,"Hammonton","New Jersey",1752,318.9,"1000-2000"
"32979",32979,312635,"for_sale",3,3,0.04,"Forked River","New Jersey",1888,319,"1000-2000"
"32980",32980,312636,"for_sale",4,3,1,"Tabernacle","New Jersey",2866,539.9,"2000-3000"
"32981",32981,312637,"for_sale",2,1,0.14,"Little Egg Harbor Township","New Jersey",1364,239.5,"1000-2000"
"32982",32982,312640,"for_sale",5,3,0.3,"Manahawkin","New Jersey",2871,650,"2000-3000"
"32983",32983,312641,"for_sale",3,1,0.44,"Browns Mills","New Jersey",1126,204.9,"1000-2000"
"32984",32984,312647,"for_sale",2,2,0.14,"Manchester","New Jersey",2200,489,"2000-3000"
"32985",32985,312649,"for_sale",4,3,0.23,"Manahawkin","New Jersey",3000,679.9,"2000-3000"
"32986",32986,312651,"for_sale",3,2,0.14,"Manahawkin","New Jersey",1616,549.999,"1000-2000"
"32987",32987,312655,"for_sale",4,3,0.25,"Northfield","New Jersey",3342,479.9,"3000-4000"
"32988",32988,312658,"for_sale",3,2,0.59,"Lanoka Harbor","New Jersey",2274,529.9,"2000-3000"
"32989",32989,312662,"for_sale",3,2,1.76,"Jackson","New Jersey",1400,489,"1000-2000"
"32990",32990,312663,"for_sale",2,1,0.14,"Southampton","New Jersey",987,237,"<1000"
"32991",32991,312664,"for_sale",2,2,0.16,"Toms River","New Jersey",1232,250,"1000-2000"
"32992",32992,312666,"for_sale",3,2,0.23,"Absecon","New Jersey",1851,375,"1000-2000"
"32993",32993,312668,"for_sale",3,1,0.17,"Waretown","New Jersey",1116,275,"1000-2000"
"32994",32994,312671,"for_sale",4,2,0.21,"Manahawkin","New Jersey",1278,324.9,"1000-2000"
"32995",32995,312673,"for_sale",4,2,0.23,"Bayville","New Jersey",1464,349.9,"1000-2000"
"32996",32996,312674,"for_sale",5,6,1.14,"Toms River","New Jersey",4335,999,"4000-5000"
"32997",32997,312677,"for_sale",2,2,0.3,"Toms River","New Jersey",1336,379.9,"1000-2000"
"32998",32998,312678,"for_sale",3,1,0.02,"Atlantic City","New Jersey",960,52.5,"<1000"
"32999",32999,312680,"for_sale",3,1,0.1,"Pleasantville","New Jersey",1170,169.9,"1000-2000"
"33000",33000,312682,"for_sale",4,3,0.58,"Egg Harbor Township","New Jersey",3400,429.9,"3000-4000"
"33001",33001,312683,"for_sale",3,3,0.18,"Galloway Township","New Jersey",1760,234.9,"1000-2000"
"33002",33002,312685,"for_sale",3,1,0.06,"Pemberton","New Jersey",736,229.9,"<1000"
"33003",33003,312689,"for_sale",4,3,0.28,"Forked River","New Jersey",2028,329.9,"2000-3000"
"33004",33004,312690,"for_sale",3,3,0.55,"Galloway Township","New Jersey",1668,365,"1000-2000"
"33005",33005,312691,"for_sale",4,2,0.28,"Browns Mills","New Jersey",1490,315,"1000-2000"
"33006",33006,312693,"for_sale",3,2,0.81,"Galloway Township","New Jersey",1326,325,"1000-2000"
"33007",33007,312695,"for_sale",4,3,0.11,"Hamilton Township","New Jersey",1882,364.9,"1000-2000"
"33008",33008,312697,"for_sale",5,5,0.35,"Linwood","New Jersey",5000,999.9,"4000-5000"
"33009",33009,312700,"for_sale",4,2,0.23,"Forked River","New Jersey",1828,374.999,"1000-2000"
"33010",33010,312701,"for_sale",3,3,0.21,"Manahawkin","New Jersey",1376,350,"1000-2000"
"33011",33011,312702,"for_sale",3,3,1.24,"Galloway Township","New Jersey",1717,379,"1000-2000"
"33012",33012,312703,"for_sale",2,2,0.14,"Toms River","New Jersey",1494,355,"1000-2000"
"33013",33013,312704,"for_sale",2,1,0.14,"Toms River","New Jersey",1121,315,"1000-2000"
"33014",33014,312705,"for_sale",3,2,0.23,"Pleasantville","New Jersey",1656,184.9,"1000-2000"
"33015",33015,312706,"for_sale",3,2,0.39,"Little Egg Harbor","New Jersey",2403,375,"2000-3000"
"33016",33016,312707,"for_sale",4,2,0.14,"Pemberton","New Jersey",1410,215,"1000-2000"
"33017",33017,312708,"for_sale",4,2,0.18,"Browns Mills","New Jersey",1972,350,"1000-2000"
"33018",33018,312712,"for_sale",4,3,0.21,"Tuckerton","New Jersey",1588,549.999,"1000-2000"
"33019",33019,312713,"for_sale",3,2,0.15,"Little Egg Harbor Township","New Jersey",1700,419,"1000-2000"
"33020",33020,312714,"for_sale",6,6,1.24,"Cream Ridge","New Jersey",6352,1450,"6000-7000"
"33021",33021,312716,"for_sale",5,6,0.14,"Atlantic City","New Jersey",5596,899,"5000-6000"
"33022",33022,312717,"for_sale",3,2,0.24,"Hammonton","New Jersey",1456,310,"1000-2000"
"33023",33023,312718,"for_sale",3,2,0.22,"Forked River","New Jersey",1516,329,"1000-2000"
"33024",33024,312720,"for_sale",2,1,0.11,"Tuckerton","New Jersey",1000,324.9,"<1000"
"33025",33025,312721,"for_sale",3,3,0.51,"Galloway Township","New Jersey",1500,417.75,"1000-2000"
"33026",33026,312724,"for_sale",3,1,0.18,"Beachwood","New Jersey",1311,299.9,"1000-2000"
"33027",33027,312726,"for_sale",2,2,0.13,"Toms River","New Jersey",1232,289.999,"1000-2000"
"33028",33028,312727,"for_sale",3,3,0.52,"Port Republic","New Jersey",2668,367.5,"2000-3000"
"33029",33029,312728,"for_sale",3,1,0.21,"Mays Landing","New Jersey",929,181.5,"<1000"
"33030",33030,312732,"for_sale",3,1,0.28,"Egg Harbor City","New Jersey",840,140,"<1000"
"33031",33031,312734,"for_sale",4,3,0.23,"Egg Harbor Township","New Jersey",2749,429.9,"2000-3000"
"33032",33032,312735,"for_sale",3,3,0.28,"Browns Mills","New Jersey",2080,360,"2000-3000"
"33033",33033,312736,"for_sale",4,3,0.14,"Galloway Township","New Jersey",2500,438,"2000-3000"
"33034",33034,312742,"for_sale",5,4,0.11,"Brigantine","New Jersey",2524,775,"2000-3000"
"33035",33035,312746,"for_sale",3,3,0.05,"Brigantine","New Jersey",1668,440,"1000-2000"
"33036",33036,312747,"for_sale",5,5,0.08,"Margate","New Jersey",2700,2300,"2000-3000"
"33037",33037,312751,"for_sale",4,1,0.23,"Absecon","New Jersey",1232,215,"1000-2000"
"33038",33038,312752,"for_sale",3,2,0.33,"Manahawkin","New Jersey",1525,399.9,"1000-2000"
"33039",33039,312753,"for_sale",2,2,0.03,"Tuckerton","New Jersey",1410,220,"1000-2000"
"33040",33040,312754,"for_sale",2,2,0.14,"Whiting","New Jersey",1184,175,"1000-2000"
"33041",33041,312755,"for_sale",4,3,0.36,"Bayville","New Jersey",2320,479.9,"2000-3000"
"33042",33042,312756,"for_sale",4,3,1.87,"Jackson","New Jersey",2704,700,"2000-3000"
"33043",33043,312757,"for_sale",2,2,0.24,"Egg Harbor Township","New Jersey",1404,287.5,"1000-2000"
"33044",33044,312759,"for_sale",3,2,0.23,"Forked River","New Jersey",1424,329.9,"1000-2000"
"33045",33045,312761,"for_sale",3,1,1.15,"Jackson","New Jersey",1274,389.999,"1000-2000"
"33046",33046,312764,"for_sale",4,4,0.51,"Toms River","New Jersey",3312,975,"3000-4000"
"33047",33047,312765,"for_sale",3,3,0.14,"Egg Harbor City","New Jersey",1648,249.9,"1000-2000"
"33048",33048,312768,"for_sale",2,1,1,"Tabernacle","New Jersey",686,279,"<1000"
"33049",33049,312769,"for_sale",3,3,1.09,"West Creek","New Jersey",1330,350,"1000-2000"
"33050",33050,312773,"for_sale",2,2,0.13,"Toms River","New Jersey",1328,329,"1000-2000"
"33051",33051,312774,"for_sale",3,2,0.29,"Galloway","New Jersey",1032,255.135,"1000-2000"
"33052",33052,312777,"for_sale",2,2,0.11,"Toms River","New Jersey",1232,182.5,"1000-2000"
"33053",33053,312778,"for_sale",2,2,0.13,"Little Egg Harbor","New Jersey",1700,365.5,"1000-2000"
"33054",33054,312781,"for_sale",3,3,0.18,"Forked River","New Jersey",1900,469.9,"1000-2000"
"33055",33055,312782,"for_sale",4,3,0.16,"Bayville","New Jersey",1871,369,"1000-2000"
"33056",33056,312783,"for_sale",3,2,0.18,"Forked River","New Jersey",2204,299.9,"2000-3000"
"33057",33057,312785,"for_sale",3,2,0.21,"Manahawkin","New Jersey",1282,349.9,"1000-2000"
"33058",33058,312787,"for_sale",2,2,0.14,"Toms River","New Jersey",1514,310,"1000-2000"
"33059",33059,312789,"for_sale",2,2,0.16,"Toms River","New Jersey",1440,345,"1000-2000"
"33060",33060,312790,"for_sale",2,2,0.12,"Toms River","New Jersey",1364,299,"1000-2000"
"33061",33061,312797,"for_sale",3,2,1,"Waterford Works","New Jersey",1274,239.9,"1000-2000"
"33062",33062,312799,"for_sale",4,2,0.23,"Browns Mills","New Jersey",1536,200,"1000-2000"
"33063",33063,312800,"for_sale",5,4,0.21,"Little Egg Harbor Township","New Jersey",3271,425,"3000-4000"
"33064",33064,312801,"for_sale",3,3,0.49,"Browns Mills","New Jersey",1840,339,"1000-2000"
"33065",33065,312803,"for_sale",3,2,0.31,"Hammonton","New Jersey",1196,275,"1000-2000"
"33066",33066,312804,"for_sale",3,2,0.22,"Pemberton","New Jersey",1484,250,"1000-2000"
"33067",33067,312806,"for_sale",4,2,0.89,"Hammonton","New Jersey",1600,329.9,"1000-2000"
"33068",33068,312807,"for_sale",4,3,0.4,"Forked River","New Jersey",2325,499.9,"2000-3000"
"33069",33069,312809,"for_sale",4,3,0.23,"Absecon","New Jersey",2168,374.9,"2000-3000"
"33070",33070,312810,"for_sale",5,4,1.01,"Tabernacle","New Jersey",3040,529.9,"3000-4000"
"33071",33071,312813,"for_sale",3,3,0.08,"Hainesport","New Jersey",1990,377.5,"1000-2000"
"33072",33072,312815,"for_sale",3,2,0.28,"Egg Harbor City","New Jersey",1500,274.9,"1000-2000"
"33073",33073,312818,"for_sale",4,3,1.14,"Little Egg Harbor Township","New Jersey",2496,583.9,"2000-3000"
"33074",33074,312819,"for_sale",3,3,0.23,"Egg Harbor Township","New Jersey",1988,340,"1000-2000"
"33075",33075,312820,"for_sale",3,3,0.23,"Forked River","New Jersey",1684,399.9,"1000-2000"
"33076",33076,312824,"for_sale",2,1,0.16,"Forked River","New Jersey",1032,289.9,"1000-2000"
"33077",33077,312826,"for_sale",2,2,0.14,"Toms River","New Jersey",1364,355.9,"1000-2000"
"33078",33078,312829,"for_sale",4,3,0.19,"Galloway Township","New Jersey",2347,399,"2000-3000"
"33079",33079,312831,"for_sale",4,3,0.31,"Northfield","New Jersey",2202,369.9,"2000-3000"
"33080",33080,312832,"for_sale",3,1,0.16,"Manahawkin","New Jersey",828,450,"<1000"
"33081",33081,312833,"for_sale",6,4,0.35,"Absecon","New Jersey",4174,580,"4000-5000"
"33082",33082,312834,"for_sale",3,3,0.15,"Waretown","New Jersey",3068,625,"3000-4000"
"33083",33083,312835,"for_sale",3,3,0.11,"Marlton","New Jersey",1993,339.9,"1000-2000"
"33084",33084,312837,"for_sale",4,2,0.45,"Little Egg Harbor Township","New Jersey",1782,375,"1000-2000"
"33085",33085,312838,"for_sale",4,4,1.1,"Medford","New Jersey",3569,675,"3000-4000"
"33086",33086,312840,"for_sale",3,3,1.12,"Jackson","New Jersey",2780,699.9,"2000-3000"
"33087",33087,312842,"for_sale",3,2,0.16,"Manahawkin","New Jersey",1674,349.9,"1000-2000"
"33088",33088,312845,"for_sale",4,4,0.26,"Toms River","New Jersey",2172,600,"2000-3000"
"33089",33089,312846,"for_sale",3,2,0.23,"Toms River","New Jersey",1500,399.9,"1000-2000"
"33090",33090,312847,"for_sale",5,2,0.56,"West Creek","New Jersey",1700,289.9,"1000-2000"
"33091",33091,312848,"for_sale",3,2,0.21,"Northfield","New Jersey",1899,309,"1000-2000"
"33092",33092,312850,"for_sale",2,2,0.41,"Galloway Township","New Jersey",1328,245,"1000-2000"
"33093",33093,312851,"for_sale",3,3,0.16,"Egg Harbor City","New Jersey",6752,210,"6000-7000"
"33094",33094,312852,"for_sale",3,1,0.25,"Williamstown","New Jersey",2068,270,"2000-3000"
"33095",33095,312853,"for_sale",3,1,0.37,"Browns Mills","New Jersey",1080,299,"1000-2000"
"33096",33096,312857,"for_sale",2,1,0.18,"Browns Mills","New Jersey",768,197,"<1000"
"33097",33097,312858,"for_sale",2,2,0.14,"Little Egg Harbor","New Jersey",1500,340,"1000-2000"
"33098",33098,312860,"for_sale",3,2,0.37,"Beachwood","New Jersey",1844,374,"1000-2000"
"33099",33099,312861,"for_sale",3,2,0.76,"Waretown","New Jersey",1144,314.9,"1000-2000"
"33100",33100,312862,"for_sale",4,3,0.93,"Jackson","New Jersey",2720,719,"2000-3000"
"33101",33101,312863,"for_sale",4,3,0.92,"Medford","New Jersey",2560,589.9,"2000-3000"
"33102",33102,312864,"for_sale",5,5,1.84,"Millstone","New Jersey",4316,975,"4000-5000"
"33103",33103,312865,"for_sale",3,2,0.1,"Beachwood","New Jersey",1414,359,"1000-2000"
"33104",33104,312867,"for_sale",3,2,0.09,"Beach Haven West","New Jersey",1152,459,"1000-2000"
